now[ms],AHT_tmp[C],AHT_hum,BMP_temp[C],BMP_pres,gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz,volt
7658,0.00,0.00,0.00,0,1.588,1.588,-0.198,-0.096,-0.130,0.991,41.29,1173.00,667.00,-887.00,3100.0000
7697,0.00,0.00,0.00,0,1.649,1.573,-0.214,-0.095,-0.131,0.990,41.30,1178.00,677.00,-887.00,3101.0000
7726,0.00,0.00,0.00,0,1.641,1.595,-0.191,-0.097,-0.131,0.989,41.30,1167.00,672.00,-897.00,3098.0000
7775,0.00,0.00,0.00,0,1.710,1.626,-0.198,-0.096,-0.133,0.993,41.29,1183.00,665.00,-887.00,3097.0000
7815,0.00,0.00,0.00,0,1.641,1.710,-0.244,-0.099,-0.130,0.995,41.30,1168.00,680.00,-887.00,3099.0000
7843,0.00,0.00,0.00,0,1.626,1.649,-0.198,-0.100,-0.131,0.992,41.31,1183.00,682.00,-900.00,3097.0000
7872,0.00,0.00,0.00,0,1.672,1.557,-0.267,-0.097,-0.129,0.995,41.30,1198.00,687.00,-885.00,3101.0000
7901,0.00,0.00,0.00,0,1.664,1.618,-0.160,-0.095,-0.130,0.994,41.30,1173.00,667.00,-895.00,3098.0000
7929,0.00,0.00,0.00,0,1.611,1.611,-0.267,-0.096,-0.135,0.988,41.30,1173.00,675.00,-895.00,3099.0000
7957,0.00,0.00,0.00,0,1.664,1.595,-0.221,-0.096,-0.131,0.990,41.30,1188.00,675.00,-892.00,3097.0000
7986,0.00,0.00,0.00,0,1.664,1.710,-0.198,-0.096,-0.136,0.989,41.29,1176.00,697.00,-877.00,3098.0000
8015,0.00,0.00,0.00,0,1.664,1.618,-0.252,-0.099,-0.134,0.993,41.29,1186.00,672.00,-887.00,3098.0000
8043,0.00,0.00,0.00,0,1.634,1.679,-0.229,-0.098,-0.128,0.993,41.29,1188.00,670.00,-912.00,3095.0000
8072,0.00,0.00,0.00,0,1.634,1.618,-0.221,-0.097,-0.128,0.990,41.30,1191.00,670.00,-882.00,3098.0000
8106,0.00,0.00,0.00,0,1.664,1.649,-0.168,-0.096,-0.137,0.995,41.29,1186.00,665.00,-905.00,3099.0000
8135,0.00,0.00,0.00,0,1.611,1.710,-0.244,-0.095,-0.136,0.990,41.31,1178.00,662.00,-895.00,3098.0000
8164,0.00,0.00,0.00,0,1.595,1.580,-0.214,-0.094,-0.131,0.987,41.29,1188.00,672.00,-887.00,3098.0000
8192,0.00,0.00,0.00,0,1.672,1.656,-0.198,-0.093,-0.132,0.991,41.30,1196.00,695.00,-900.00,3099.0000
8221,0.00,0.00,0.00,0,1.679,1.656,-0.198,-0.099,-0.130,0.986,41.30,1183.00,670.00,-895.00,3094.0000
8255,0.00,0.00,0.00,0,1.710,1.634,-0.191,-0.100,-0.135,0.987,41.29,1168.00,677.00,-895.00,3099.0000
8283,0.00,0.00,0.00,0,1.649,1.603,-0.198,-0.097,-0.134,0.994,41.29,1181.00,695.00,-895.00,3098.0000
8312,0.00,0.00,0.00,0,1.649,1.656,-0.221,-0.097,-0.131,0.987,41.29,1186.00,667.00,-882.00,3099.0000
8341,0.00,0.00,0.00,0,1.634,1.649,-0.237,-0.096,-0.129,0.988,41.30,1188.00,670.00,-895.00,3101.0000
8370,0.00,0.00,0.00,0,1.664,1.695,-0.229,-0.096,-0.133,0.988,41.30,1173.00,672.00,-900.00,3098.0000
8405,0.00,0.00,0.00,0,1.626,1.618,-0.229,-0.098,-0.137,0.990,41.30,1186.00,685.00,-885.00,3099.0000
8434,0.00,0.00,0.00,0,1.656,1.626,-0.237,-0.099,-0.131,0.987,41.28,1188.00,670.00,-887.00,3097.0000
8463,0.00,0.00,0.00,0,1.641,1.664,-0.260,-0.097,-0.130,0.989,41.29,1186.00,682.00,-897.00,3095.0000
8492,0.00,0.00,0.00,0,1.588,1.702,-0.221,-0.095,-0.128,0.994,41.30,1193.00,682.00,-887.00,3099.0000
8521,0.00,0.00,0.00,0,1.649,1.641,-0.221,-0.097,-0.132,0.992,41.30,1178.00,675.00,-892.00,3098.0000
8554,0.00,0.00,0.00,0,1.649,1.641,-0.282,-0.098,-0.130,0.991,41.30,1178.00,672.00,-890.00,3100.0000
8583,0.00,0.00,0.00,0,1.618,1.626,-0.275,-0.098,-0.131,0.993,41.30,1178.00,685.00,-897.00,3095.0000
8612,0.00,0.00,0.00,0,1.641,1.664,-0.275,-0.096,-0.129,0.994,41.30,1186.00,677.00,-895.00,3099.0000
8641,0.00,0.00,0.00,0,1.611,1.641,-0.260,-0.098,-0.132,0.990,41.30,1186.00,675.00,-897.00,3097.0000
8670,0.00,0.00,0.00,0,1.626,1.656,-0.260,-0.096,-0.131,0.988,41.29,1181.00,680.00,-877.00,3100.0000
8714,0.00,0.00,0.00,0,1.611,1.725,-0.351,-0.097,-0.127,0.989,41.31,1193.00,672.00,-882.00,3101.0000
8743,0.00,0.00,0.00,0,1.656,1.634,-0.298,-0.095,-0.133,0.988,41.30,1186.00,680.00,-902.00,3099.0000
8772,0.00,0.00,0.00,0,1.618,1.656,-0.252,-0.101,-0.132,0.987,41.30,1186.00,677.00,-895.00,3098.0000
8800,0.00,0.00,0.00,0,1.649,1.557,-0.260,-0.097,-0.131,0.988,41.30,1186.00,677.00,-895.00,3099.0000
8829,0.00,0.00,0.00,0,1.649,1.618,-0.290,-0.096,-0.133,0.987,41.29,1181.00,672.00,-870.00,3097.0000
8863,0.00,0.00,0.00,0,1.618,1.595,-0.252,-0.095,-0.133,0.989,41.31,1186.00,685.00,-897.00,3099.0000
8892,0.00,0.00,0.00,0,1.634,1.695,-0.267,-0.099,-0.135,0.990,41.29,1183.00,675.00,-887.00,3098.0000
8921,0.00,0.00,0.00,0,1.656,1.534,-0.229,-0.093,-0.132,0.992,41.30,1183.00,685.00,-882.00,3097.0000
8950,0.00,0.00,0.00,0,1.634,1.664,-0.214,-0.094,-0.129,0.988,41.30,1186.00,675.00,-887.00,3102.0000
8978,0.00,0.00,0.00,0,1.656,1.656,-0.198,-0.102,-0.132,0.992,41.28,1191.00,677.00,-890.00,3100.0000
9028,0.00,0.00,0.00,0,1.634,1.626,-0.244,-0.096,-0.131,0.987,41.30,1181.00,665.00,-885.00,3097.0000
9057,0.00,0.00,0.00,0,1.618,1.626,-0.282,-0.094,-0.130,0.990,41.30,1181.00,675.00,-897.00,3101.0000
9085,0.00,0.00,0.00,0,1.641,1.710,-0.221,-0.096,-0.130,0.992,41.30,1173.00,670.00,-905.00,3099.0000
9114,0.00,0.00,0.00,0,1.641,1.656,-0.214,-0.097,-0.131,0.993,41.30,1181.00,675.00,-882.00,3098.0000
9143,0.00,0.00,0.00,0,1.695,1.672,-0.244,-0.095,-0.127,0.990,41.30,1200.00,670.00,-897.00,3098.0000
9181,0.00,0.00,0.00,0,1.634,1.649,-0.229,-0.100,-0.131,0.992,41.30,1183.00,675.00,-902.00,3099.0000
9219,0.00,0.00,0.00,0,1.656,1.649,-0.221,-0.095,-0.132,0.986,41.31,1188.00,670.00,-902.00,3101.0000
9248,0.00,0.00,0.00,0,1.656,1.679,-0.267,-0.094,-0.129,0.988,41.29,1183.00,675.00,-892.00,3098.0000
9277,0.00,0.00,0.00,0,1.687,1.687,-0.214,-0.097,-0.134,0.993,41.30,1178.00,672.00,-887.00,3099.0000
9306,0.00,0.00,0.00,0,1.679,1.679,-0.221,-0.097,-0.135,0.990,41.31,1202.00,682.00,-902.00,3100.0000
9335,0.00,0.00,0.00,0,1.679,1.702,-0.237,-0.097,-0.133,0.991,41.30,1178.00,677.00,-885.00,3099.0000
9369,0.00,0.00,0.00,0,1.656,1.664,-0.206,-0.096,-0.130,0.990,41.30,1186.00,677.00,-895.00,3101.0000
9398,0.00,0.00,0.00,0,1.634,1.679,-0.267,-0.095,-0.132,0.989,41.30,1183.00,665.00,-897.00,3095.0000
9427,0.00,0.00,0.00,0,1.641,1.641,-0.260,-0.096,-0.132,0.991,41.30,1183.00,685.00,-882.00,3098.0000
9456,0.00,0.00,0.00,0,1.634,1.634,-0.191,-0.094,-0.132,0.995,41.30,1168.00,667.00,-905.00,3101.0000
9485,0.00,0.00,0.00,0,1.672,1.664,-0.229,-0.098,-0.130,0.991,41.31,1181.00,670.00,-895.00,3098.0000
9518,0.00,0.00,0.00,0,1.649,1.672,-0.198,-0.099,-0.129,0.990,41.30,1191.00,677.00,-882.00,3101.0000
9547,0.00,0.00,0.00,0,1.641,1.626,-0.153,-0.099,-0.133,0.988,41.30,1183.00,677.00,-882.00,3099.0000
9576,0.00,0.00,0.00,0,1.664,1.611,-0.214,-0.098,-0.134,0.993,41.31,1186.00,680.00,-887.00,3097.0000
9605,0.00,0.00,0.00,0,1.664,1.611,-0.244,-0.094,-0.137,0.989,41.31,1178.00,672.00,-897.00,3098.0000
9634,0.00,0.00,0.00,0,1.679,1.573,-0.221,-0.094,-0.133,0.988,41.30,1186.00,682.00,-885.00,3099.0000
9668,0.00,0.00,0.00,0,1.641,1.618,-0.214,-0.097,-0.134,0.983,41.29,1193.00,682.00,-880.00,3099.0000
9698,0.00,0.00,0.00,0,1.641,1.679,-0.244,-0.096,-0.136,0.988,41.31,1181.00,667.00,-892.00,3095.0000
9737,0.00,0.00,0.00,0,1.656,1.649,-0.275,-0.094,-0.130,0.994,41.30,1183.00,665.00,-895.00,3099.0000
9766,0.00,0.00,0.00,0,1.656,1.649,-0.237,-0.099,-0.130,0.987,41.31,1191.00,682.00,-885.00,3099.0000
9795,0.00,0.00,0.00,0,1.656,1.626,-0.221,-0.096,-0.135,0.993,41.31,1188.00,675.00,-882.00,3099.0000
9828,0.00,0.00,0.00,0,1.664,1.664,-0.244,-0.098,-0.127,0.992,41.32,1181.00,680.00,-897.00,3099.0000
9857,0.00,0.00,0.00,0,1.733,1.656,-0.229,-0.100,-0.132,0.991,41.31,1181.00,667.00,-902.00,3099.0000
9886,0.00,0.00,0.00,0,1.626,1.679,-0.191,-0.094,-0.134,0.991,41.32,1186.00,680.00,-890.00,3097.0000
9915,0.00,0.00,0.00,0,1.656,1.641,-0.214,-0.095,-0.132,0.994,41.31,1178.00,670.00,-895.00,3099.0000
9944,0.00,0.00,0.00,0,1.656,1.603,-0.183,-0.095,-0.131,0.996,41.31,1193.00,682.00,-917.00,3101.0000
9978,0.00,0.00,0.00,0,1.649,1.695,-0.198,-0.093,-0.131,0.993,41.31,1183.00,672.00,-902.00,3100.0000
10007,0.00,0.00,0.00,0,1.649,1.664,-0.160,-0.097,-0.132,0.991,41.31,1191.00,690.00,-875.00,3095.0000
10036,0.00,0.00,0.00,0,1.618,1.611,-0.214,-0.097,-0.130,0.989,41.30,1193.00,690.00,-885.00,3098.0000
10065,0.00,0.00,0.00,0,1.573,1.649,-0.252,-0.097,-0.132,0.996,41.30,1183.00,656.00,-897.00,3099.0000
10094,0.00,0.00,0.00,0,1.679,1.603,-0.221,-0.094,-0.135,0.992,41.30,1186.00,680.00,-900.00,3097.0000
10128,0.00,0.00,0.00,0,1.649,1.611,-0.214,-0.096,-0.129,0.989,41.30,1171.00,677.00,-897.00,3100.0000
10159,0.00,0.00,0.00,0,1.618,1.664,-0.298,-0.098,-0.126,0.991,41.29,1181.00,682.00,-895.00,3101.0000
10294,0.00,0.00,0.00,0,1.672,1.595,-0.282,-0.096,-0.130,0.995,41.31,1173.00,675.00,-895.00,3097.0000
10425,0.00,0.00,0.00,0,1.626,1.626,-0.191,-0.098,-0.134,0.991,41.32,1198.00,680.00,-892.00,3097.0000
10556,0.00,0.00,0.00,0,1.611,1.679,-0.229,-0.097,-0.129,0.994,41.32,1186.00,680.00,-895.00,3097.0000
10898,0.00,0.00,0.00,0,1.603,1.626,-0.176,-0.098,-0.130,0.991,41.31,1196.00,675.00,-895.00,3098.0000
10981,0.00,0.00,0.00,0,1.618,1.634,-0.221,-0.094,-0.130,0.985,41.32,1196.00,685.00,-895.00,3098.0000
11010,0.00,0.00,0.00,0,1.641,1.588,-0.221,-0.097,-0.134,0.995,41.31,1183.00,677.00,-895.00,3101.0000
11039,0.00,0.00,0.00,0,1.649,1.649,-0.160,-0.094,-0.132,0.992,41.30,1196.00,680.00,-892.00,3102.0000
11068,0.00,0.00,0.00,0,1.656,1.641,-0.229,-0.098,-0.131,0.995,41.31,1205.00,682.00,-880.00,3095.0000
11102,0.00,0.00,0.00,0,1.687,1.618,-0.229,-0.100,-0.136,0.990,41.31,1193.00,670.00,-885.00,3097.0000
11131,0.00,0.00,0.00,0,1.672,1.649,-0.229,-0.098,-0.129,0.991,41.32,1181.00,665.00,-892.00,3097.0000
11159,0.00,0.00,0.00,0,1.649,1.656,-0.252,-0.099,-0.132,0.993,41.31,1178.00,670.00,-902.00,3094.0000
11188,0.00,0.00,0.00,0,1.618,1.718,-0.229,-0.098,-0.130,0.990,41.32,1173.00,672.00,-892.00,3098.0000
11217,0.00,0.00,0.00,0,1.664,1.626,-0.252,-0.097,-0.126,0.994,41.32,1178.00,677.00,-897.00,3100.0000
11251,0.00,0.00,0.00,0,1.618,1.634,-0.237,-0.094,-0.131,0.992,41.32,1191.00,680.00,-885.00,3095.0000
11280,0.00,0.00,0.00,0,1.641,1.626,-0.221,-0.096,-0.135,0.987,41.30,1186.00,695.00,-882.00,3098.0000
11309,0.00,0.00,0.00,0,1.588,1.649,-0.244,-0.094,-0.134,0.987,41.30,1181.00,667.00,-895.00,3099.0000
11338,0.00,0.00,0.00,0,1.634,1.626,-0.244,-0.096,-0.132,0.992,41.31,1181.00,690.00,-885.00,3100.0000
11367,0.00,0.00,0.00,0,1.664,1.618,-0.191,-0.097,-0.132,0.995,41.32,1181.00,675.00,-892.00,3099.0000
11401,0.00,0.00,0.00,0,1.649,1.626,-0.237,-0.097,-0.130,0.987,41.32,1183.00,675.00,-895.00,3101.0000
11429,0.00,0.00,0.00,0,1.664,1.649,-0.206,-0.098,-0.133,0.994,41.32,1196.00,682.00,-890.00,3098.0000
11458,0.00,0.00,0.00,0,1.649,1.641,-0.260,-0.099,-0.130,0.990,41.32,1181.00,677.00,-892.00,3099.0000
11487,0.00,0.00,0.00,0,1.679,1.634,-0.221,-0.096,-0.129,0.991,41.32,1186.00,682.00,-885.00,3097.0000
11530,0.00,0.00,0.00,0,1.649,1.634,-0.267,-0.094,-0.137,0.991,41.31,1181.00,680.00,-880.00,3098.0000
11572,0.00,0.00,0.00,0,1.626,1.611,-0.252,-0.096,-0.136,0.987,41.32,1188.00,677.00,-882.00,3099.0000
11601,0.00,0.00,0.00,0,1.649,1.611,-0.221,-0.093,-0.134,0.988,41.32,1178.00,690.00,-890.00,3097.0000
11630,0.00,0.00,0.00,0,1.695,1.656,-0.214,-0.094,-0.134,0.989,41.33,1191.00,675.00,-885.00,3099.0000
11659,0.00,0.00,0.00,0,1.664,1.649,-0.229,-0.096,-0.132,0.991,41.32,1183.00,687.00,-897.00,3101.0000
11688,0.00,0.00,0.00,0,1.634,1.618,-0.260,-0.094,-0.131,0.989,41.32,1181.00,680.00,-900.00,3099.0000
11716,0.00,0.00,0.00,0,1.634,1.641,-0.244,-0.096,-0.131,0.990,41.32,1186.00,675.00,-900.00,3099.0000
11750,0.00,0.00,0.00,0,1.664,1.672,-0.252,-0.097,-0.129,0.992,41.31,1198.00,677.00,-875.00,3099.0000
11779,0.00,0.00,0.00,0,1.634,1.672,-0.229,-0.097,-0.131,0.993,41.34,1178.00,677.00,-892.00,3098.0000
11807,0.00,0.00,0.00,0,1.618,1.710,-0.206,-0.095,-0.132,0.991,41.33,1200.00,670.00,-907.00,3099.0000
11836,0.00,0.00,0.00,0,1.664,1.618,-0.176,-0.096,-0.136,0.992,41.32,1193.00,687.00,-875.00,3099.0000
11865,0.00,0.00,0.00,0,1.672,1.611,-0.214,-0.097,-0.132,0.990,41.33,1186.00,692.00,-880.00,3097.0000
11899,0.00,0.00,0.00,0,1.656,1.656,-0.214,-0.097,-0.133,0.997,41.32,1188.00,677.00,-892.00,3095.0000
11928,0.00,0.00,0.00,0,1.641,1.626,-0.244,-0.096,-0.130,0.992,41.32,1188.00,677.00,-885.00,3097.0000
11967,0.00,0.00,0.00,0,1.626,1.679,-0.229,-0.096,-0.132,0.987,41.32,1183.00,677.00,-880.00,3097.0000
11995,0.00,0.00,0.00,0,1.626,1.687,-0.214,-0.093,-0.133,0.991,41.32,1181.00,682.00,-880.00,3098.0000
12024,0.00,0.00,0.00,0,1.580,1.641,-0.244,-0.095,-0.130,1.000,41.32,1183.00,680.00,-897.00,3098.0000
12058,0.00,0.00,0.00,0,1.611,1.641,-0.298,-0.096,-0.125,0.988,41.33,1183.00,670.00,-900.00,3101.0000
12087,0.00,0.00,0.00,0,1.656,1.611,-0.237,-0.097,-0.130,0.994,41.32,1181.00,690.00,-895.00,3099.0000
12116,0.00,0.00,0.00,0,1.611,1.618,-0.229,-0.096,-0.129,0.997,41.31,1176.00,687.00,-885.00,3101.0000
12144,0.00,0.00,0.00,0,1.595,1.679,-0.221,-0.096,-0.134,0.993,41.32,1191.00,695.00,-890.00,3094.0000
12173,0.00,0.00,0.00,0,1.679,1.626,-0.244,-0.095,-0.131,0.990,41.32,1181.00,680.00,-897.00,3097.0000
12222,0.00,0.00,0.00,0,1.649,1.618,-0.252,-0.096,-0.131,0.984,41.32,1176.00,675.00,-907.00,3097.0000
12251,0.00,0.00,0.00,0,1.634,1.649,-0.237,-0.095,-0.130,0.999,41.33,1183.00,675.00,-890.00,3099.0000
12280,0.00,0.00,0.00,0,1.611,1.695,-0.275,-0.094,-0.134,0.990,41.32,1183.00,675.00,-892.00,3097.0000
12309,0.00,0.00,0.00,0,1.649,1.664,-0.229,-0.097,-0.133,0.990,41.32,1188.00,685.00,-897.00,3095.0000
12337,0.00,0.00,0.00,0,1.611,1.649,-0.260,-0.098,-0.135,0.993,41.32,1188.00,680.00,-907.00,3099.0000
12371,0.00,0.00,0.00,0,1.649,1.565,-0.229,-0.097,-0.133,0.986,41.32,1191.00,690.00,-887.00,3098.0000
12400,0.00,0.00,0.00,0,1.611,1.664,-0.260,-0.097,-0.129,0.991,41.33,1176.00,672.00,-885.00,3095.0000
12428,0.00,0.00,0.00,0,1.634,1.634,-0.237,-0.098,-0.131,0.993,41.32,1183.00,672.00,-895.00,3098.0000
12457,0.00,0.00,0.00,0,1.649,1.595,-0.198,-0.095,-0.129,0.991,41.32,1191.00,665.00,-887.00,3097.0000
12486,0.00,0.00,0.00,0,1.626,1.618,-0.229,-0.097,-0.137,0.993,41.31,1181.00,682.00,-887.00,3099.0000
12520,0.00,0.00,0.00,0,1.634,1.634,-0.244,-0.093,-0.134,0.992,41.31,1186.00,672.00,-892.00,3097.0000
12550,0.00,0.00,0.00,0,1.618,1.595,-0.290,-0.095,-0.129,0.988,41.32,1181.00,682.00,-882.00,3098.0000
12579,0.00,0.00,0.00,0,1.634,1.573,-0.244,-0.096,-0.133,0.990,41.32,1186.00,677.00,-900.00,3100.0000
12608,0.00,0.00,0.00,0,1.611,1.634,-0.237,-0.094,-0.129,0.991,41.32,1188.00,682.00,-887.00,3098.0000
12637,0.00,0.00,0.00,0,1.634,1.656,-0.237,-0.096,-0.135,0.999,41.32,1186.00,685.00,-900.00,3101.0000
12670,0.00,0.00,0.00,0,1.656,1.626,-0.229,-0.095,-0.128,0.990,41.33,1188.00,680.00,-882.00,3098.0000
12699,0.00,0.00,0.00,0,1.580,1.664,-0.206,-0.097,-0.134,0.994,41.32,1181.00,675.00,-890.00,3100.0000
12728,0.00,0.00,0.00,0,1.641,1.656,-0.260,-0.094,-0.130,0.987,41.30,1191.00,682.00,-900.00,3097.0000
12757,0.00,0.00,0.00,0,1.618,1.611,-0.214,-0.096,-0.133,0.991,41.32,1181.00,670.00,-890.00,3101.0000
12785,0.00,0.00,0.00,0,1.634,1.618,-0.206,-0.095,-0.135,0.992,41.33,1191.00,685.00,-870.00,3098.0000
12819,0.00,0.00,0.00,0,1.611,1.664,-0.198,-0.098,-0.133,0.989,41.32,1176.00,662.00,-890.00,3099.0000
12848,0.00,0.00,0.00,0,1.588,1.580,-0.260,-0.097,-0.129,0.990,41.32,1196.00,690.00,-897.00,3099.0000
12877,0.00,0.00,0.00,0,1.595,1.588,-0.298,-0.098,-0.130,0.997,41.32,1196.00,685.00,-882.00,3099.0000
12905,0.00,0.00,0.00,0,1.603,1.611,-0.206,-0.096,-0.136,0.993,41.32,1173.00,680.00,-897.00,3099.0000
12934,0.00,0.00,0.00,0,1.580,1.626,-0.221,-0.098,-0.133,0.989,41.32,1188.00,670.00,-890.00,3098.0000
12978,0.00,0.00,0.00,0,1.634,1.649,-0.191,-0.094,-0.132,0.994,41.32,1183.00,665.00,-890.00,3099.0000
13007,0.00,0.00,0.00,0,1.634,1.626,-0.221,-0.097,-0.132,0.992,41.32,1186.00,687.00,-892.00,3095.0000
13036,0.00,0.00,0.00,0,1.634,1.664,-0.221,-0.099,-0.134,0.992,41.32,1183.00,672.00,-890.00,3098.0000
13065,0.00,0.00,0.00,0,1.649,1.573,-0.221,-0.098,-0.133,0.993,41.32,1200.00,667.00,-887.00,3098.0000
13093,0.00,0.00,0.00,0,1.595,1.649,-0.267,-0.097,-0.133,0.993,41.33,1188.00,675.00,-877.00,3098.0000
13127,0.00,0.00,0.00,0,1.634,1.649,-0.206,-0.095,-0.137,0.991,41.32,1191.00,685.00,-890.00,3095.0000
13156,0.00,0.00,0.00,0,1.710,1.611,-0.275,-0.095,-0.135,0.993,41.33,1168.00,667.00,-890.00,3094.0000
13184,0.00,0.00,0.00,0,1.649,1.626,-0.282,-0.096,-0.130,0.993,41.32,1178.00,672.00,-892.00,3098.0000
13223,0.00,0.00,0.00,0,1.656,1.718,-0.176,-0.096,-0.133,0.991,41.34,1181.00,680.00,-890.00,3100.0000
13261,0.00,0.00,0.00,0,1.656,1.664,-0.229,-0.097,-0.131,0.989,41.32,1186.00,687.00,-890.00,3098.0000
13294,0.00,0.00,0.00,0,1.656,1.611,-0.237,-0.096,-0.129,0.986,41.32,1193.00,690.00,-890.00,3098.0000
13322,0.00,0.00,0.00,0,1.634,1.611,-0.214,-0.098,-0.133,0.991,41.32,1176.00,685.00,-892.00,3097.0000
13351,0.00,0.00,0.00,0,1.595,1.618,-0.229,-0.095,-0.132,0.987,41.34,1183.00,692.00,-882.00,3099.0000
13380,0.00,0.00,0.00,0,1.603,1.649,-0.267,-0.097,-0.132,0.991,41.32,1183.00,680.00,-882.00,3095.0000
13408,0.00,0.00,0.00,0,1.588,1.679,-0.267,-0.098,-0.134,0.991,41.33,1186.00,677.00,-892.00,3101.0000
13457,0.00,0.00,0.00,0,1.634,1.695,-0.260,-0.100,-0.129,0.989,41.32,1176.00,662.00,-887.00,3098.0000
13497,0.00,0.00,0.00,0,1.634,1.573,-0.168,-0.096,-0.135,0.991,41.32,1183.00,680.00,-887.00,3099.0000
13525,0.00,0.00,0.00,0,1.611,1.588,-0.237,-0.097,-0.132,0.988,41.32,1183.00,685.00,-897.00,3096.0000
13554,0.00,0.00,0.00,0,1.634,1.649,-0.298,-0.098,-0.136,0.986,41.32,1188.00,682.00,-882.00,3101.0000
13582,0.00,0.00,0.00,0,1.672,1.626,-0.229,-0.092,-0.131,0.988,41.34,1178.00,675.00,-892.00,3098.0000
13616,0.00,0.00,0.00,0,1.641,1.687,-0.229,-0.100,-0.134,0.993,41.33,1186.00,675.00,-885.00,3098.0000
13645,0.00,0.00,0.00,0,1.641,1.595,-0.290,-0.097,-0.133,0.988,41.33,1196.00,677.00,-892.00,3099.0000
13673,0.00,0.00,0.00,0,1.634,1.595,-0.267,-0.098,-0.131,0.993,41.33,1186.00,675.00,-892.00,3099.0000
13702,0.00,0.00,0.00,0,1.656,1.641,-0.237,-0.097,-0.131,0.993,41.33,1186.00,677.00,-902.00,3098.0000
13731,0.00,0.00,0.00,0,1.649,1.611,-0.229,-0.098,-0.133,0.989,41.34,1188.00,687.00,-877.00,3100.0000
13764,0.00,0.00,0.00,0,1.626,1.679,-0.313,-0.098,-0.134,0.990,41.32,1178.00,680.00,-897.00,3096.0000
13793,0.00,0.00,0.00,0,1.634,1.664,-0.229,-0.096,-0.133,0.996,41.32,1186.00,675.00,-890.00,3098.0000
13821,0.00,0.00,0.00,0,1.641,1.634,-0.221,-0.094,-0.131,0.988,41.34,1191.00,685.00,-892.00,3099.0000
13850,0.00,0.00,0.00,0,1.603,1.656,-0.229,-0.096,-0.134,0.991,41.34,1193.00,675.00,-887.00,3098.0000
13879,0.00,0.00,0.00,0,1.641,1.618,-0.282,-0.097,-0.134,0.991,41.33,1188.00,701.00,-887.00,3100.0000
13907,0.00,0.00,0.00,0,1.618,1.611,-0.229,-0.101,-0.135,0.993,41.33,1193.00,670.00,-890.00,3097.0000
13941,0.00,0.00,0.00,0,1.611,1.733,-0.191,-0.098,-0.130,0.991,41.33,1188.00,687.00,-890.00,3095.0000
13980,0.00,0.00,0.00,0,1.649,1.626,-0.237,-0.098,-0.131,0.995,41.32,1186.00,685.00,-887.00,3098.0000
14009,0.00,0.00,0.00,0,1.626,1.656,-0.252,-0.095,-0.131,0.993,41.34,1183.00,682.00,-880.00,3098.0000
14037,0.00,0.00,0.00,0,1.618,1.672,-0.221,-0.099,-0.133,0.990,41.33,1186.00,675.00,-895.00,3099.0000
14066,0.00,0.00,0.00,0,1.603,1.618,-0.244,-0.097,-0.134,0.988,41.34,1188.00,692.00,-887.00,3101.0000
14099,0.00,0.00,0.00,0,1.595,1.733,-0.267,-0.099,-0.133,0.996,41.34,1200.00,682.00,-867.00,3099.0000
14128,0.00,0.00,0.00,0,1.649,1.672,-0.260,-0.098,-0.131,0.994,41.33,1193.00,675.00,-875.00,3099.0000
14156,0.00,0.00,0.00,0,1.656,1.611,-0.214,-0.099,-0.133,0.987,41.33,1198.00,672.00,-887.00,3099.0000
14185,0.00,0.00,0.00,0,1.649,1.641,-0.176,-0.095,-0.137,0.997,41.32,1186.00,685.00,-897.00,3099.0000
14214,0.00,0.00,0.00,0,1.710,1.634,-0.267,-0.093,-0.131,0.997,41.32,1188.00,685.00,-877.00,3099.0000
14247,0.00,0.00,0.00,0,1.618,1.611,-0.237,-0.097,-0.136,0.984,41.32,1183.00,677.00,-895.00,3099.0000
14276,0.00,0.00,0.00,0,1.687,1.656,-0.244,-0.097,-0.135,0.991,41.34,1183.00,672.00,-880.00,3097.0000
14306,0.00,0.00,0.00,0,1.672,1.634,-0.237,-0.096,-0.132,0.983,41.32,1186.00,685.00,-890.00,3099.0000
14335,0.00,0.00,0.00,0,1.618,1.641,-0.237,-0.095,-0.132,0.989,41.34,1191.00,662.00,-892.00,3099.0000
14364,0.00,0.00,0.00,0,1.649,1.641,-0.275,-0.094,-0.127,0.985,41.33,1188.00,690.00,-892.00,3099.0000
14398,0.00,0.00,0.00,0,1.634,1.695,-0.275,-0.093,-0.132,0.984,41.33,1186.00,672.00,-892.00,3098.0000
14426,0.00,0.00,0.00,0,1.672,1.542,-0.282,-0.096,-0.136,0.994,41.33,1193.00,690.00,-885.00,3098.0000
14455,0.00,0.00,0.00,0,1.626,1.573,-0.252,-0.098,-0.130,0.992,41.32,1188.00,662.00,-895.00,3095.0000
14484,0.00,0.00,0.00,0,1.611,1.656,-0.214,-0.101,-0.136,0.987,41.32,1198.00,685.00,-885.00,3098.0000
14512,0.00,0.00,0.00,0,1.649,1.565,-0.183,-0.096,-0.132,0.990,41.33,1176.00,682.00,-885.00,3099.0000
14546,0.00,0.00,0.00,0,1.641,1.695,-0.206,-0.095,-0.135,0.990,41.34,1186.00,675.00,-890.00,3098.0000
14575,0.00,0.00,0.00,0,1.679,1.672,-0.191,-0.095,-0.133,0.991,41.33,1173.00,682.00,-892.00,3101.0000
